id,name,data
211a9d3d-7cd5-41e4-9eb9-cb04de861cc5,Safety Protocol,"{""name"": ""Safety Protocol"", ""resources"": [{""name"": ""Safety Protocol"", ""description"": ""Exploring key safety steps health workers can take to provide safe, effective care for families and their team."", ""infographics"": [""e9ab7fda-7841-4015-a78d-a6f076da30be""]}], ""description"": ""Exploring key safety steps health workers can take to provide safe, effective care for families and their team.""}"
