id,title,description,thumbnail_url,infographic_url,url,path
6c3bc6ab-9170-4c84-87bc-55a287cdd250,Blood Clots Pregnancy,,,https://oliviahealth.org/wp-content/uploads/Blood-Clots-Pregnancy_BB.pdf,,infographics/6c3bc6ab-9170-4c84-87bc-55a287cdd250-Blood-Clots-Pregnancy_BB.pdf
8164ab26-0392-40fa-87f6-9e1d0ba1be9b,What To Expect As A Father Of A Premature Baby,,,https://oliviahealth.org/wp-content/uploads/What-to-Expect-as-a-Father-of-a-Premature-Baby-Infographic_NC.pdf,,infographics/8164ab26-0392-40fa-87f6-9e1d0ba1be9b-What-to-Expect-as-a-Father-of-a-Premature-Baby-Infographic_NC.pdf
01311725-311f-4395-a313-ddd92e45b46c,Amniocentesis,,,https://oliviahealth.org/wp-content/uploads/Amniocentesis_BB.pdf,,infographics/01311725-311f-4395-a313-ddd92e45b46c-Amniocentesis_BB.pdf
50fee4c5-df02-434f-ac07-aed7ca33d6fb,Calculating Due Date Infographic,,,https://oliviahealth.org/wp-content/uploads/2023/04/CalculatingDueDateInfographic_BB.pdf,,infographics/50fee4c5-df02-434f-ac07-aed7ca33d6fb-CalculatingDueDateInfographic_BB.pdf
5f2f79d5-1677-4332-9825-f3aa8ca5c459,Low Libido,,,https://oliviahealth.org/wp-content/uploads/Low-Libido_BB.pdf,,infographics/5f2f79d5-1677-4332-9825-f3aa8ca5c459-Low-Libido_BB.pdf
3c9872ea-af2a-4e9d-aed0-b0b14cc9b56c,Postpartum Preeclampsia,,,https://oliviahealth.org/wp-content/uploads/Preeclampsia-Infographic_BB.pdf,,infographics/3c9872ea-af2a-4e9d-aed0-b0b14cc9b56c-Preeclampsia-Infographic_BB.pdf
938ba79b-c54a-4c50-bc49-bb44dc515d2d,Ways To Manage Grief From A Stillbirth,,,https://oliviahealth.org/wp-content/uploads/Ways-to-manage-grief-from-a-stillbirth_NC.pdf,,infographics/938ba79b-c54a-4c50-bc49-bb44dc515d2d-Ways-to-manage-grief-from-a-stillbirth_NC.pdf
ceaff104-cbd9-4d4c-ae74-701c43874496,Balancing Work And Baby,,,https://oliviahealth.org/wp-content/uploads/Balancing-Work-And-Baby_BB.pdf,,infographics/ceaff104-cbd9-4d4c-ae74-701c43874496-Balancing-Work-And-Baby_BB.pdf
9f3f0344-bc1f-4fa4-b49f-19939e8b9ee8,Water Breaking Early,,,https://oliviahealth.org/wp-content/uploads/Water-Breaking-Early_BB.pdf,,infographics/9f3f0344-bc1f-4fa4-b49f-19939e8b9ee8-Water-Breaking-Early_BB.pdf
945b28ac-ed26-4e54-8afc-c31c2e2ddb83,Breast Milk Coming In,,,https://oliviahealth.org/wp-content/uploads/Breast-Milk-Coming-In_BB.pdf,,infographics/945b28ac-ed26-4e54-8afc-c31c2e2ddb83-Breast-Milk-Coming-In_BB.pdf
599f3c29-972b-47b2-a248-f010b36bd778,Ectopic Pregnancy Infographic,,,https://oliviahealth.org/wp-content/uploads/2023/04/EctopicPregnancyInfographic_BB-1.pdf,,infographics/599f3c29-972b-47b2-a248-f010b36bd778-EctopicPregnancyInfographic_BB-1.pdf
5269cf6a-2fff-4904-b041-2c14ae8f471a,Skin Changes,,,https://oliviahealth.org/wp-content/uploads/Skin-Changes_BB.pdf,,infographics/5269cf6a-2fff-4904-b041-2c14ae8f471a-Skin-Changes_BB.pdf
8d2c738f-69a9-44cb-b515-92e4c133c4d8,Postpartum OCD,,,https://oliviahealth.org/wp-content/uploads/Postpartum-OCD_BB.pdf,,infographics/8d2c738f-69a9-44cb-b515-92e4c133c4d8-Postpartum-OCD_BB.pdf
8cba6f64-7c11-4c8d-aecd-9a71fd7d92a9,Uterine Rupture Infographic,,,https://oliviahealth.org/wp-content/uploads/Uterine-Rupture-Infographic_BB.pdf,,infographics/8cba6f64-7c11-4c8d-aecd-9a71fd7d92a9-Uterine-Rupture-Infographic_BB.pdf
7beb71b6-a0b1-40e7-a769-0c71f0a1a00a,Common Worries For Parents,,,https://oliviahealth.org/wp-content/uploads/Common-worries-for-parents_NC.pdf,,infographics/7beb71b6-a0b1-40e7-a769-0c71f0a1a00a-Common-worries-for-parents_NC.pdf
1a051d33-1440-4931-91dc-b7e6a7a6afd3,Hyperemesis Gravidarum,,,https://oliviahealth.org/wp-content/uploads/Hyperemesis-Gravidarum_BB.pdf,,infographics/1a051d33-1440-4931-91dc-b7e6a7a6afd3-Hyperemesis-Gravidarum_BB.pdf
41c5ead5-e334-4bd3-a342-8e8f78db1ff2,What Are The Baby Blues,,,https://oliviahealth.org/wp-content/uploads/What-are-the-baby-blues_NC.pdf,,infographics/41c5ead5-e334-4bd3-a342-8e8f78db1ff2-What-are-the-baby-blues_NC.pdf
5d534def-c406-4a8a-8879-a1900a09cd22,Pregnancy Trimesters,"In this infographic, learn about the three pregnancy trimesters and what to expect in each trimester.",https://oliviahealth.org/wp-content/uploads/2023/03/Pregnancy-in-Trimesters.png,https://oliviahealth.org/wp-content/uploads/2023/03/PregnancyInTrimestersInfographic.png,https://oliviahealth.org/2023/03/28/pregnancy-in-trimesters/,infographics/5d534def-c406-4a8a-8879-a1900a09cd22-PregnancyInTrimestersInfographic.png
fe931c7e-47b3-4d1c-ad76-345a621b5e77,Signs of Pregnancy,"In this infographic, learn some of the common symptoms of early pregnancy.",https://oliviahealth.org/wp-content/uploads/2023/03/Signs-of-Pregnancy.png,https://oliviahealth.org/wp-content/uploads/2023/03/SignsYouMightBePregnantInfographic.png,https://oliviahealth.org/2023/03/28/signs-of-pregnancy-2/,infographics/fe931c7e-47b3-4d1c-ad76-345a621b5e77-SignsYouMightBePregnantInfographic.png
563bf08f-6907-423e-a502-b90085e0e663,Preparing for Labor,"In this infographic, learn about how to prepare for giving birth as you come upon your due date.",https://oliviahealth.org/wp-content/uploads/2023/03/Preparing-for-Labor.png,https://oliviahealth.org/wp-content/uploads/2023/03/PrepareForLaborInfographic.png,https://oliviahealth.org/2023/03/28/preparing-for-labor-2/,infographics/563bf08f-6907-423e-a502-b90085e0e663-PrepareForLaborInfographic.png
7b13a57d-3601-4e62-b216-c83ef65b542d,Maternal Anxiety,"In this infographic, learn about recognizing and preventing maternal anxiety.",https://oliviahealth.org/wp-content/uploads/2023/03/Maternal-Anxiety.png,https://oliviahealth.org/wp-content/uploads/2023/03/MaternalAnxietyInfographic.png,https://oliviahealth.org/2023/03/28/maternal-anxiety-2/,infographics/7b13a57d-3601-4e62-b216-c83ef65b542d-MaternalAnxietyInfographic.png
92d352c4-e3fb-450b-bd7a-c0ceb667848d,Father of a Premature Baby,"In this infographic, learn about what to expect as the father to a premature baby.",https://oliviahealth.org/wp-content/uploads/2023/03/Father-of-a-Premature-Baby.png,https://oliviahealth.org/wp-content/uploads/2023/03/What-to-Expect-as-a-Father-of-a-Premature-Baby-Infographic_NC.png,https://oliviahealth.org/2023/03/28/father-of-a-premature-baby-2/,infographics/92d352c4-e3fb-450b-bd7a-c0ceb667848d-What-to-Expect-as-a-Father-of-a-Premature-Baby-Infographic_NC.png
f31bd1ae-faa9-437d-b651-7335a6bca29d,Exercise After Birth,"In this infographic, learn about the benefits and types of postpartum exercise.",https://oliviahealth.org/wp-content/uploads/2023/03/Exercise-1.png,https://oliviahealth.org/wp-content/uploads/2023/03/ExerciseAfterGivingBirthInfographic.png,https://oliviahealth.org/2023/03/28/exercise-after-giving-birth/,infographics/f31bd1ae-faa9-437d-b651-7335a6bca29d-ExerciseAfterGivingBirthInfographic.png
011e6dcb-454a-4394-8276-0bb09e2f9706,C-Section vs. Vaginal Birth,"In this infographic, learn about differences between cesarean births and vaginal births.",https://oliviahealth.org/wp-content/uploads/2023/03/C-section-2.png,https://oliviahealth.org/wp-content/uploads/2023/03/CesareanVsVaginalBirthInfographic.png,https://oliviahealth.org/2023/03/28/cesarean-vs-vaginal-birth/,infographics/011e6dcb-454a-4394-8276-0bb09e2f9706-CesareanVsVaginalBirthInfographic.png
85633e86-9ef5-46c6-8f2b-3ee16efb4e67,Pregnancy Cravings,"In this infographic, learn about cravings and how to proceed with pregnancy cravings.",https://oliviahealth.org/wp-content/uploads/2023/03/Pregnancy-Cravings.png,https://oliviahealth.org/wp-content/uploads/2023/03/Pregnancy-cravings-Infographic_NC.png,https://oliviahealth.org/2023/03/28/pregnancy-cravings-2/,infographics/85633e86-9ef5-46c6-8f2b-3ee16efb4e67-Pregnancy-cravings-Infographic_NC.png
1de66787-78da-4464-bece-b8e116a90c4f,Breastmilk Pumping and Storing,"In this infographic, learn about how to pump and store breastmilk for your baby.",https://oliviahealth.org/wp-content/uploads/2023/03/Breastmilk-Pumping-and-Storing.png,https://oliviahealth.org/wp-content/uploads/2023/03/BreastmilkPumpingAndStoringInfographic.png,https://oliviahealth.org/2023/03/28/breastmilk-pumping-and-storing-2/,infographics/1de66787-78da-4464-bece-b8e116a90c4f-BreastmilkPumpingAndStoringInfographic.png
8ce50ceb-466a-4385-8b5b-dc9e77852b04,Baby Led Weaning,"In this infographic, learn about what baby led weaning is and how to begin baby led weaning.",https://oliviahealth.org/wp-content/uploads/2023/03/Baby-Led-Weaning.png,https://oliviahealth.org/wp-content/uploads/2023/03/BabyLedWeaningInfographic.png,https://oliviahealth.org/2023/03/28/baby-led-weaning-2/,infographics/8ce50ceb-466a-4385-8b5b-dc9e77852b04-BabyLedWeaningInfographic.png
35de3335-46ce-430d-b50c-f1c747388d5c,Allergies,"In this infographic, learn about allergic reactions and your baby.",https://oliviahealth.org/wp-content/uploads/2023/03/Allergies.png,https://oliviahealth.org/wp-content/uploads/2023/03/AllergiesInfographic.png,https://oliviahealth.org/2023/03/28/allergies-2/,infographics/35de3335-46ce-430d-b50c-f1c747388d5c-AllergiesInfographic.png
e674aa36-c27e-4f0e-896a-8739d6c0247c,Maternal Mortality,"In this infographic, learn about causes and prevention of maternal mortality.",https://oliviahealth.org/wp-content/uploads/2023/03/Maternal-Mortality.png,https://oliviahealth.org/wp-content/uploads/2023/03/MaternalMortalityInfographic.png,https://oliviahealth.org/2023/03/28/maternal-mortality-2/,infographics/e674aa36-c27e-4f0e-896a-8739d6c0247c-MaternalMortalityInfographic.png
fde3208c-a128-472e-a912-0a3907dbf8e6,Postpartum Birth Control,"In this infographic, learn about options for postpartum birth control.",https://oliviahealth.org/wp-content/uploads/2023/03/Postpartum-Birth-Control.png,https://oliviahealth.org/wp-content/uploads/2023/03/PostpartumBirthControlInfographic.png,https://oliviahealth.org/2023/03/28/postpartum-birth-control-2/,infographics/fde3208c-a128-472e-a912-0a3907dbf8e6-PostpartumBirthControlInfographic.png
